,regionName,year,estL,est,estU,wpp_lb,estNL,estN,estNU
1,Global,2000,0.154800077,0.16568994,0.178731917,133504623,20666525.95,22120373,23861537.15
2,Global,2001,0.155467584,0.166229841,0.179211093,133389462,20737737.35,22173309,23904871.33
3,Global,2002,0.154786915,0.165452548,0.178311223,133549874,20671772.95,22096167,23813441.33
4,Global,2003,0.153820155,0.16429444,0.176970548,133850890,20588964.7,21990957,23687665.35
5,Global,2004,0.15239978,0.162645707,0.175132037,134782654,20540846.8,21921820,23604760.75
6,Global,2005,0.150811017,0.160839556,0.173146026,135358158,20413501.45,21770946,23436727.1
7,Global,2006,0.14902336,0.158875133,0.171051088,136472931,20337654.78,21682155,23343843.28
8,Global,2007,0.147274319,0.157097894,0.169327909,138128198,20342736.33,21699649,23388959
9,Global,2008,0.145758548,0.15538529,0.16743915,139736084,20367728.78,21712932,23397291.1
10,Global,2009,0.144628697,0.154212737,0.166347101,140784577,20361489.93,21710775,23419106.3
11,Global,2010,0.143522133,0.153210367,0.165442003,141227088,20269212.98,21637454,23364892.25
12,Global,2011,0.142449011,0.152135806,0.164488295,141711801,20186705.88,21559439,23309932.53
13,Global,2012,0.140377189,0.150010297,0.162354711,143747006,20178800.58,21563531,23338003.58
14,Global,2013,0.139976782,0.149692176,0.162239835,142976771,20013428.25,21402504,23196527.75
15,Global,2014,0.137958255,0.147607306,0.160096611,143230932,19759889.48,21141932,22930786.8
16,Global,2015,0.137859269,0.14756105,0.16011054,142172491,19599795.68,20979122,22763314.35
17,Global,2016,0.136559851,0.146215251,0.15881532,142813023,19502525.13,20881442,22680895.9
18,Global,2017,0.135385412,0.145056195,0.157821105,142218173,19254265.9,20629627,22445029.18
19,Global,2018,0.13653192,0.146457713,0.159648243,139242711,19011074.68,20393169,22229854.15
20,Global,2019,0.136104773,0.146201805,0.159662522,137605292,18728737.1,20118142,21970408
21,Global,2020,0.136787535,0.147171562,0.161071545,134767014,18434447.7,19833872,21707131.2
22,High Income,2000,0.076478427,0.078180505,0.080419431,13064088,999120.9,1021357,1050606.525
23,High Income,2001,0.076727935,0.07839272,0.080603811,12847966,985797.9,1007187,1035595.025
24,High Income,2002,0.07701245,0.078631217,0.080786447,12751793,982046.825,1002689,1030172.05
25,High Income,2003,0.077134225,0.078693586,0.080767985,12800141,987328.95,1007289,1033841.6
26,High Income,2004,0.077234507,0.078747445,0.080761475,12861776,993372.925,1012832,1038736
27,High Income,2005,0.077325397,0.078788485,0.080775559,12886680,996467.65,1015322,1040928.775
28,High Income,2006,0.077458327,0.07892297,0.080924016,13159629,1019322.85,1038597,1064930.025
29,High Income,2007,0.07757315,0.079048111,0.081080781,13388277,1038570.825,1058318,1085531.95
30,High Income,2008,0.077836956,0.079308934,0.081365171,13526698,1052877,1072788,1100602.1
31,High Income,2009,0.078096495,0.079611126,0.081715321,13386232,1045417.8,1065693,1093860.25
32,High Income,2010,0.078251094,0.079817859,0.081984219,13318686,1042201.75,1063069,1091922.075
33,High Income,2011,0.078446798,0.080051895,0.082281184,13148146,1031429.95,1052534,1081845.025
34,High Income,2012,0.078600627,0.080218387,0.082459679,13119486,1031199.825,1052424,1081828.6
35,High Income,2013,0.07876536,0.080414118,0.082698885,12932642,1018644.2,1039967,1069515.075
36,High Income,2014,0.078829844,0.080469137,0.082749234,12966350,1022135.35,1043391,1072955.525
37,High Income,2015,0.078888477,0.080537147,0.082825547,12911334,1018555.475,1039842,1069388.3
38,High Income,2016,0.078801591,0.080460565,0.08275485,12823288,1010495.5,1031769,1061189.275
39,High Income,2017,0.07864464,0.08036923,0.082755326,12550985,987067.7,1008713,1038660.85
40,High Income,2018,0.07863717,0.080427832,0.082901934,12309122,967954.525,989996,1020450.025
41,High Income,2019,0.078658223,0.080515039,0.083066121,12081482,950307.9,972741,1003561.85
42,High Income,2020,0.078811833,0.080734309,0.083358239,11878432,936161,958997,990165.175
43,Low Income,2000,0.142386551,0.159941187,0.181574508,17092883,2433796.65,2733856,3103631.825
44,Low Income,2001,0.142075697,0.159497821,0.181061572,17393548,2471200.45,2774233,3149303.15
45,Low Income,2002,0.141759332,0.159110948,0.180569301,17719868,2511956.65,2819425,3199664.175
46,Low Income,2003,0.141370313,0.158825168,0.180341365,18101577,2559025.6,2874986,3264463.1
47,Low Income,2004,0.140793292,0.158342411,0.179845285,18482193,2602168.8,2926515,3323935.275
48,Low Income,2005,0.140363618,0.157743661,0.179096272,18854558,2646493.975,2974187,3376781.05
49,Low Income,2006,0.139758759,0.157158736,0.178351577,19297540,2697000.25,3032777,3441746.7
50,Low Income,2007,0.139204383,0.156535775,0.17765282,19744100,2748465.25,3090658,3507595.05
51,Low Income,2008,0.138726739,0.15563567,0.176437081,20108141,2789536.825,3129544,3547821.7
52,Low Income,2009,0.138211515,0.155085833,0.175810828,20492839,2832346.325,3178149,3602863
53,Low Income,2010,0.137756021,0.154593639,0.175239487,20861531,2873801.5,3225060,3655764
54,Low Income,2011,0.137202801,0.153938033,0.174470938,21208573,2909875.625,3264806,3700279.625
55,Low Income,2012,0.136591755,0.153377639,0.173930406,21540239,2942219.05,3303791,3746502.525
56,Low Income,2013,0.135953177,0.152766713,0.173237718,21810936,2965266.05,3331985,3778476.775
57,Low Income,2014,0.135232009,0.152092158,0.17251306,22074557,2985186.7,3357367,3808149.375
58,Low Income,2015,0.134663042,0.151476381,0.172028177,22401466,3016649.55,3393293,3853683.35
59,Low Income,2016,0.133893993,0.150713549,0.171204431,22729768,3043379.4,3425684,3891437
60,Low Income,2017,0.133100704,0.149942838,0.170381067,23116796,3076861.825,3466198,3938664.375
61,Low Income,2018,0.132447478,0.149258449,0.16963533,23534172,3117041.725,3512674,3992227.025
62,Low Income,2019,0.131846866,0.148634808,0.169056971,24029008,3168149.4,3571547,4062271.3
63,Low Income,2020,0.131248139,0.148064573,0.16849958,24471627,3211855.5,3623381,4123458.875
64,Lower Middle Income,2000,0.20878627,0.227328192,0.248941925,68476553,14296964.05,15566651,17046684.93
65,Lower Middle Income,2001,0.207973049,0.226058542,0.247205432,69245448,14401186.95,15653525,17117850.9
66,Lower Middle Income,2002,0.20645385,0.224116514,0.24496948,69491296,14346745.63,15574147,17023246.63
67,Lower Middle Income,2003,0.204898628,0.221989174,0.242450336,69501092,14240678.43,15428490,16850563.08
68,Lower Middle Income,2004,0.203023568,0.219593421,0.239659523,69613406,14133162.1,15286646,16683515.68
69,Lower Middle Income,2005,0.200654965,0.216800656,0.236669069,69563996,13958361.2,15081520,16463646.2
70,Lower Middle Income,2006,0.198229908,0.213972934,0.233586931,69644659,13805654.38,14902072,16268082.13
71,Lower Middle Income,2007,0.195596511,0.211266549,0.231002344,70188731,13728670.88,14828531,16213761.4
72,Lower Middle Income,2008,0.193403693,0.208914573,0.228611674,70605266,13655319.18,14750469,16141188.03
73,Lower Middle Income,2009,0.191424792,0.206916255,0.226695075,71035062,13597872,14698309,16103298.7
74,Lower Middle Income,2010,0.189256898,0.204774877,0.224783772,71253438,13485204.63,14590914,16016616.58
75,Lower Middle Income,2011,0.186904663,0.202458362,0.222589328,71514927,13366473.35,14478795,15918459.55
76,Lower Middle Income,2012,0.184780402,0.200230661,0.220540776,71772909,13262227,14371137,15828853.05
77,Lower Middle Income,2013,0.182775613,0.198205881,0.218578133,71880178,13137943.58,14247074,15711435.08
78,Lower Middle Income,2014,0.180053458,0.195368722,0.215854504,71288187,12835684.55,13927482,15387876.28
79,Lower Middle Income,2015,0.17848991,0.193606877,0.213935682,71330142,12731710.65,13810006,15260062.58
80,Lower Middle Income,2016,0.176940005,0.192075155,0.212569114,71229254,12603304.58,13681370,15141139.43
81,Lower Middle Income,2017,0.174708492,0.190016085,0.210768296,70700425,12351964.63,13434218,14901408.08
82,Lower Middle Income,2018,0.173218448,0.188636626,0.209550275,70702224,12246929.53,13337029,14815670.5
83,Lower Middle Income,2019,0.171265103,0.186934977,0.208229892,70075666,12001516.13,13099593,14591848.35
84,Lower Middle Income,2020,0.169630069,0.185447852,0.207049419,69707219,11824440.4,12927054,14432839.18
